x,numerical,exact,absolute_error
0.5700000000000001,0.8842010784219181,0.8841982072635651,2.8711583529572593e-06
0.58,0.8775566820984664,0.8775538325156514,2.849582814934415e-06
0.59,0.8700462432784858,0.870043418083403,2.825195082767351e-06
0.6,0.8616771738583453,0.8616743758391212,2.7980192240928403e-06
0.61,0.8524577330991525,0.8524549650170942,2.768082058346444e-06
0.62,0.8423970194758602,0.8423942840627304,2.7354131297840922e-06
0.63,0.83150496169817,0.8315022616534914,2.700044678616287e-06
0.64,0.8197923089120941,0.8197896469004847,2.6620116093667434e-06
0.65,0.8072706200918468,0.807267998740391,2.6213514557893447e-06
0.66,0.793952252632532,0.7939496745281869,2.578104345118959e-06
0.67,0.779850350154886,0.7798478178419296,2.5323129564380764e-06
0.68,0.764978829534111,0.7649763455116302,2.484022480819803e-06
0.6900000000000001,0.7493523671655992,0.7493499338850244,2.4332805748095154e-06
0.7000000000000001,0.7329863844811024,0.7329840043437879,2.38013731457265e-06
0.71,0.7158970327296417,0.7158947080844954,2.3246451462677342e-06
0.72,0.6981011770381728,0.6980989101793389,2.2668588338659035e-06
0.73,0.6796163797677439,0.6796141729323385,2.2068354054161077e-06
0.74,0.6604608831815642,0.6604587385474671,2.1446340970898703e-06
0.75,0.6406535914420928,0.6406515111257992,2.080316293562312e-06
0.76,0.6202140519549135,0.6202120380094446,2.013945468948286e-06
0.77,0.5991624360778048,0.5991604904906811,1.94558712374171e-06
0.78,0.5775195192140449,0.5775176439053263,1.8753087185352513e-06
0.79,0.5553066603095972,0.5553048571299867,1.8031796105155706e-06
0.8,0.5325457807744096,0.5325440515034282,1.7292709814098473e-06
0.81,0.5092593428486288,0.5092576891928577,1.6536557710944422e-06
0.8200000000000001,0.48547032743508206,0.48546875102648035,1.5764086017111545e-06
0.8300000000000001,0.4612022114198998,0.46120071381419203,1.497605707778682e-06
0.84,0.43647894450366387,0.4364775271788068,1.4173248570892305e-06
0.85,0.41132492556594435,0.41132358992066576,1.3356452785995288e-06
0.86,0.38576497858655145,0.3857637259389723,1.2526475791641012e-06
0.87,0.3598243281472639,0.35982315973359574,1.1684136681511248e-06
0.88,0.3335285745382125,0.333527491511539,1.0830266735095684e-06
0.89,0.3069036684934847,0.30690267192262205,9.96570862665802e-07
0.9,0.27997588558088277,0.27997497644932645,9.091315563147795e-07
0.91,0.2527718002711108,0.2527709794760636,8.207950472072234e-07
0.92,0.22531825971198052,0.22531752806346836,7.316485121644511e-07
0.93,0.1976423572335177,0.19764171545358894,6.417799287561365e-07
0.9400000000000001,0.16977140561011633,0.16977085433213068,5.512779856498007e-07
0.9500000000000001,0.141732910106128,0.1417324498741303,4.6023199770650614e-07
0.96,0.11355454133148653,0.11355417259967017,3.6873181635810326e-07
0.97,0.08526410793415679,0.08526383106641518,2.7686774160817773e-07
0.98,0.056889529156356526,0.05688934442592509,1.8473043143785173e-07
0.99,0.028458807281635027,0.028458714870820013,9.241081501409898e-08
1.0,0.0,1.1095521119916125e-16,1.1095521119916125e-16
